countryCode2,countryCode3,age,gender,ruralUrban,educationLevel,fullTime,children,basicIncomeAwareness,basicIncomeVote,basicIncomeEffect,basicIncomeArgumentsFor,basicIncomeArgumentsAgainst,ageGroup,weight 
DE,DEU,20,female,urban,medium,no,no,I have heard just a little about it,I would probably vote for it,‰Û_ work less,|It reduces anxiety about financing basic needs || It creates more equality of opportunity || It increases solidarity because it is funded by everyone|,|It might encourage people to stop working || It increases dependence on the state || It is against the principle of linking merit and reward|,14_25,1.139.429.094
DE,DEU,50,male,rural,low,yes,yes,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering|,|It increases dependence on the state || Only the people who need it most should get something from the state|,40_65,0.283357037
DE,DEU,38,female,rural,medium,yes,yes,I have never heard of it,I would probably vote for it,‰Û_ spend more time with my family,None of the above,None of the above,26_39,0.670437278
DE,DEU,25,female,urban,high,yes,no,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,|It reduces anxiety about financing basic needs || It creates more equality of opportunity|,Only the people who need it most should get something from the state,14_25,0.414450605
DE,DEU,21,female,urban,medium,no,no,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|It might encourage people to stop working || It is against the principle of linking merit and reward || It increases dependence on the state|,14_25,1.139.429.094
DE,DEU,14,female,urban,no,no,no,I understand it fully,I would not vote,None of the above,None of the above,None of the above,14_25,1.211.819.344
DE,DEU,46,female,urban,NA,no,yes,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,It increases appreciation for household work and volunteering,|It is impossible to finance || Only the people who need it most should get something from the state|,40_65,3.122.175.571
DE,DEU,50,female,urban,NA,no,yes,I have never heard of it,I would vote for it,A basic income would not affect my work choices,It reduces bureaucracy and administrative expenses,Only the people who need it most should get something from the state,40_65,3.122.175.571
DE,DEU,37,male,urban,medium,yes,no,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,26_39,1.575.492.722
DE,DEU,26,male,urban,high,yes,no,I know something about it,I would vote against it,‰Û_ gain additional skills,None of the above,|It is against the principle of linking merit and reward || It increases dependence on the state || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit|,26_39,1.106.201.007
DE,DEU,45,male,urban,medium,yes,yes,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,|It might encourage people to stop working || Only the people who need it most should get something from the state|,40_65,1.607.255.464
DE,DEU,33,female,rural,medium,yes,no,I have never heard of it,I would vote for it,‰Û_ spend more time with my family,|It increases appreciation for household work and volunteering || It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility|,|It might encourage people to stop working || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state|,26_39,0.670437278
DE,DEU,41,female,rural,medium,yes,yes,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,None of the above,|It is impossible to finance || It might encourage people to stop working|,40_65,1.237.651.416
DE,DEU,26,male,rural,low,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It reduces anxiety about financing basic needs|,|It is impossible to finance || It might encourage people to stop working || It increases dependence on the state || Foreigners might come to my country and take advantage of the benefit|,26_39,0.291770928
DE,DEU,42,male,urban,high,yes,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It encourages financial independence and self-responsibility || It increases solidarity because it is funded by everyone|,Only the people who need it most should get something from the state,40_65,1.402.554.168
DE,DEU,47,female,urban,medium,no,no,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,It reduces anxiety about financing basic needs,It might encourage people to stop working,40_65,2.789.594.291
DE,DEU,27,female,urban,medium,yes,no,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,|It reduces anxiety about financing basic needs || It creates more equality of opportunity || It encourages financial independence and self-responsibility || It increases appreciation for household work and volunteering|,|It might encourage people to stop working || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || It increases dependence on the state || Only the people who need it most should get something from the state|,26_39,1.511.126.623
DE,DEU,52,male,urban,low,yes,no,I know something about it,I would vote against it,‰Û_ gain additional skills,None of the above,It is impossible to finance,40_65,0.638670276
DE,DEU,15,female,rural,low,no,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It reduces anxiety about financing basic needs|,Only the people who need it most should get something from the state,14_25,0.537644464
DE,DEU,20,female,urban,low,yes,no,I have never heard of it,I would vote against it,‰Û_ stop working,It reduces anxiety about financing basic needs,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || It is impossible to finance || Only the people who need it most should get something from the state|,14_25,1.211.819.344
DE,DEU,53,female,urban,medium,no,yes,I have heard just a little about it,I would vote against it,‰Û_ look for a different job,It reduces anxiety about financing basic needs,|It might encourage people to stop working || It is impossible to finance || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state || Foreigners might come to my country and take advantage of the benefit || It increases dependence on the state|,40_65,2.789.594.291
DE,DEU,27,male,urban,low,no,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,26_39,0.657634698
DE,DEU,27,male,urban,high,yes,no,I have heard just a little about it,I would probably vote against it,‰Û_ spend more time with my family,None of the above,|It is impossible to finance || Only the people who need it most should get something from the state || Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || It is against the principle of linking merit and reward|,26_39,1.106.201.007
DE,DEU,15,male,urban,NA,no,no,I know something about it,I would probably vote for it,None of the above,|It increases solidarity because it is funded by everyone || It reduces anxiety about financing basic needs || It creates more equality of opportunity || It reduces bureaucracy and administrative expenses || It increases appreciation for household work and volunteering|,|It is impossible to finance || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It increases dependence on the state || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state|,14_25,0.677141715
DE,DEU,31,male,rural,medium,no,no,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,|It is impossible to finance || It might encourage people to stop working || Only the people who need it most should get something from the state || It increases dependence on the state || It is against the principle of linking merit and reward|,26_39,0.698994404
DE,DEU,49,male,urban,medium,yes,no,I know something about it,I would probably vote against it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,It might encourage people to stop working,40_65,1.607.255.464
DE,DEU,46,male,urban,medium,no,no,I know something about it,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,Only the people who need it most should get something from the state,40_65,1.607.255.464
DE,DEU,41,male,urban,medium,yes,no,I understand it fully,I would vote against it,‰Û_ work as a freelancer,None of the above,|It might encourage people to stop working || It is against the principle of linking merit and reward || It increases dependence on the state || Only the people who need it most should get something from the state || It is impossible to finance|,40_65,1.607.255.464
DE,DEU,32,female,urban,medium,yes,yes,I have heard just a little about it,I would vote for it,‰Û_ spend more time with my family,|It reduces bureaucracy and administrative expenses || It increases appreciation for household work and volunteering || It creates more equality of opportunity || It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs|,|It is impossible to finance || It might encourage people to stop working || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state|,26_39,1.511.126.623
DE,DEU,53,male,rural,high,yes,yes,I have heard just a little about it,I would probably vote against it,None of the above,None of the above,|It is against the principle of linking merit and reward || It is impossible to finance || It might encourage people to stop working || Only the people who need it most should get something from the state || Foreigners might come to my country and take advantage of the benefit || It increases dependence on the state|,40_65,0.622267244
DE,DEU,32,male,urban,high,no,no,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,|It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering|,|It increases dependence on the state || It might encourage people to stop working || It is impossible to finance || Only the people who need it most should get something from the state|,26_39,1.106.201.007
DE,DEU,53,male,urban,high,yes,yes,I know something about it,I would probably vote for it,‰Û_ work as a freelancer,|It creates more equality of opportunity || It increases solidarity because it is funded by everyone|,|It is against the principle of linking merit and reward || It might encourage people to stop working|,40_65,1.402.554.168
DE,DEU,55,female,urban,medium,yes,yes,I know something about it,I would probably vote for it,None of the above,None of the above,None of the above,40_65,2.789.594.291
DE,DEU,62,female,rural,high,no,yes,I know something about it,I would probably vote for it,None of the above,It increases solidarity because it is funded by everyone,|It is impossible to finance || Only the people who need it most should get something from the state|,40_65,1.251.706.381
DE,DEU,40,female,rural,medium,no,yes,I know something about it,I would probably vote for it,‰Û_ look for a different job,|It increases appreciation for household work and volunteering || It reduces bureaucracy and administrative expenses || It reduces anxiety about financing basic needs|,|It might encourage people to stop working || It is against the principle of linking merit and reward|,40_65,1.237.651.416
DE,DEU,40,male,urban,medium,yes,yes,I have heard just a little about it,I would probably vote against it,‰Û_ work less,None of the above,|It might encourage people to stop working || It is impossible to finance || It is against the principle of linking merit and reward|,40_65,1.607.255.464
DE,DEU,46,male,urban,medium,no,no,I have heard just a little about it,I would not vote,None of the above,None of the above,None of the above,40_65,1.607.255.464
DE,DEU,45,male,urban,low,no,no,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses || It increases appreciation for household work and volunteering|,Foreigners might come to my country and take advantage of the benefit,40_65,0.638670276
DE,DEU,41,male,rural,high,yes,yes,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,|It reduces bureaucracy and administrative expenses || It encourages financial independence and self-responsibility || It increases solidarity because it is funded by everyone || It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,It is impossible to finance,40_65,0.622267244
DE,DEU,23,male,urban,high,yes,yes,I have heard just a little about it,I would probably vote for it,‰Û_ work as a freelancer,None of the above,None of the above,14_25,0.355091006
DE,DEU,43,male,urban,high,yes,yes,I understand it fully,I would probably vote for it,‰Û_ work less,It encourages financial independence and self-responsibility,It is impossible to finance,40_65,1.402.554.168
DE,DEU,40,male,urban,NA,yes,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,40_65,1.237.410.113
DE,DEU,54,male,rural,NA,no,no,I have never heard of it,I would probably vote against it,None of the above,None of the above,None of the above,40_65,0.548998248
DE,DEU,52,female,urban,high,yes,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,|It creates more equality of opportunity || It reduces bureaucracy and administrative expenses|,It might encourage people to stop working,40_65,2.821.273.365
DE,DEU,44,male,urban,low,no,yes,I have heard just a little about it,I would probably vote for it,‰Û_ look for a different job,It creates more equality of opportunity,It is impossible to finance,40_65,0.638670276
DE,DEU,42,male,rural,low,yes,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,40_65,0.283357037
DE,DEU,49,male,rural,medium,yes,no,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,|It is impossible to finance || It might encourage people to stop working || It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state|,40_65,0.71308649
DE,DEU,53,female,rural,high,yes,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering|,|It might encourage people to stop working || It increases dependence on the state|,40_65,1.251.706.381
DE,DEU,37,female,urban,medium,no,no,I know something about it,I would probably vote against it,‰Û_ spend more time with my family,It increases solidarity because it is funded by everyone,It is impossible to finance,26_39,1.511.126.623
DE,DEU,32,male,urban,medium,no,no,I know something about it,I would vote for it,‰Û_ gain additional skills,|It reduces anxiety about financing basic needs || It creates more equality of opportunity|,|Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || It might encourage people to stop working|,26_39,1.575.492.722
DE,DEU,48,female,rural,high,yes,yes,I understand it fully,I would probably vote against it,‰Û_ gain additional skills,|It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses || It creates more equality of opportunity || It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering|,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || It is against the principle of linking merit and reward || It increases dependence on the state|,40_65,1.251.706.381
DE,DEU,48,female,urban,medium,no,yes,I have heard just a little about it,I would vote against it,‰Û_ stop working,None of the above,It is against the principle of linking merit and reward,40_65,2.789.594.291
DE,DEU,38,female,urban,medium,no,no,I have heard just a little about it,I would not vote,None of the above,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit,26_39,1.511.126.623
DE,DEU,51,female,urban,medium,no,yes,I know something about it,I would vote for it,‰Û_ spend more time with my family,None of the above,None of the above,40_65,2.789.594.291
DE,DEU,52,female,urban,medium,no,yes,I have heard just a little about it,I would vote for it,‰Û_ do more volunteering work,It reduces anxiety about financing basic needs,It increases dependence on the state,40_65,2.789.594.291
DE,DEU,35,male,rural,NA,yes,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,26_39,0.538433226
DE,DEU,47,male,urban,medium,yes,yes,I have heard just a little about it,I would probably vote against it,‰Û_ work as a freelancer,It increases solidarity because it is funded by everyone,Only the people who need it most should get something from the state,40_65,1.607.255.464
DE,DEU,19,female,urban,no,no,no,I understand it fully,I would probably vote for it,‰Û_ gain additional skills,|It creates more equality of opportunity || It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,|It increases dependence on the state || It might encourage people to stop working|,14_25,1.211.819.344
DE,DEU,49,female,urban,low,no,no,I have heard just a little about it,I would probably vote against it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,|It might encourage people to stop working || It is impossible to finance || Only the people who need it most should get something from the state || It is against the principle of linking merit and reward|,40_65,1.024.038.845
DE,DEU,26,female,urban,high,no,no,I know something about it,I would vote against it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,|It is impossible to finance || Only the people who need it most should get something from the state || It might encourage people to stop working|,26_39,1.104.096.687
DE,DEU,17,male,rural,low,no,no,I have never heard of it,I would probably vote against it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,|It increases dependence on the state || Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state || It is impossible to finance || It might encourage people to stop working || It is against the principle of linking merit and reward|,14_25,0.724700341
DE,DEU,18,female,urban,NA,no,no,I understand it fully,I would vote for it,‰Û_ look for a different job,|It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility || It creates more equality of opportunity || It increases solidarity because it is funded by everyone || It reduces bureaucracy and administrative expenses || It increases appreciation for household work and volunteering|,Foreigners might come to my country and take advantage of the benefit,14_25,0.586644989
DE,DEU,48,female,rural,medium,yes,no,I know something about it,I would probably vote against it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It increases dependence on the state,40_65,1.237.651.416
DE,DEU,42,male,rural,medium,yes,yes,I know something about it,I would vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It creates more equality of opportunity|,|Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || It might encourage people to stop working|,40_65,0.71308649
DE,DEU,19,female,urban,low,no,no,I know something about it,I would not vote,‰Û_ stop working,It reduces anxiety about financing basic needs,None of the above,14_25,1.211.819.344
DE,DEU,40,male,urban,low,yes,yes,I know something about it,I would probably vote against it,‰Û_ work as a freelancer,None of the above,It might encourage people to stop working,40_65,0.638670276
DE,DEU,38,female,urban,high,no,yes,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|It might encourage people to stop working || It is impossible to finance || It is against the principle of linking merit and reward|,26_39,1.104.096.687
DE,DEU,39,female,urban,high,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,It is against the principle of linking merit and reward,26_39,1.104.096.687
DE,DEU,23,male,urban,medium,no,no,I know something about it,I would probably vote against it,‰Û_ work as a freelancer,|It reduces anxiety about financing basic needs || It creates more equality of opportunity|,|It is impossible to finance || It might encourage people to stop working || Only the people who need it most should get something from the state|,14_25,1.832.255.338
DE,DEU,30,female,urban,medium,yes,yes,I know something about it,I would probably vote against it,‰Û_ spend more time with my family,It encourages financial independence and self-responsibility,It increases dependence on the state,26_39,1.511.126.623
DE,DEU,41,female,urban,medium,yes,yes,I know something about it,I would vote against it,‰Û_ spend more time with my family,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses || It increases appreciation for household work and volunteering|,It is against the principle of linking merit and reward,40_65,2.789.594.291
DE,DEU,32,male,urban,medium,yes,no,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering || It increases solidarity because it is funded by everyone|,|Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state|,26_39,1.575.492.722
DE,DEU,54,female,urban,medium,no,yes,I have heard just a little about it,I would probably vote for it,None of the above,It increases appreciation for household work and volunteering,It increases dependence on the state,40_65,2.789.594.291
DE,DEU,21,male,urban,NA,yes,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,14_25,0.677141715
DE,DEU,46,female,rural,medium,yes,no,I understand it fully,I would vote for it,A basic income would not affect my work choices,None of the above,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It increases dependence on the state|,40_65,1.237.651.416
DE,DEU,25,female,urban,NA,no,no,I have heard just a little about it,I would not vote,None of the above,None of the above,It is against the principle of linking merit and reward,14_25,0.586644989
DE,DEU,45,male,urban,high,yes,no,I know something about it,I would vote for it,‰Û_ do more volunteering work,|It encourages financial independence and self-responsibility || It reduces bureaucracy and administrative expenses|,|It might encourage people to stop working || It is impossible to finance|,40_65,1.402.554.168
DE,DEU,37,female,rural,high,yes,yes,I understand it fully,I would vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It increases appreciation for household work and volunteering || It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses|,It might encourage people to stop working,26_39,0.489851457
DE,DEU,25,female,urban,high,yes,no,I know something about it,I would vote against it,‰Û_ work less,None of the above,|It might encourage people to stop working || It is impossible to finance || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state|,14_25,0.414450605
DE,DEU,45,male,urban,high,yes,yes,I understand it fully,I would probably vote for it,‰Û_ do more volunteering work,|It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering || It encourages financial independence and self-responsibility|,|It increases dependence on the state || Only the people who need it most should get something from the state || It is against the principle of linking merit and reward || It might encourage people to stop working || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit|,40_65,1.402.554.168
DE,DEU,22,female,urban,high,yes,no,I know something about it,I would probably vote against it,A basic income would not affect my work choices,It creates more equality of opportunity,|It might encourage people to stop working || It is impossible to finance || Only the people who need it most should get something from the state|,14_25,0.414450605
DE,DEU,47,male,urban,high,yes,yes,I know something about it,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|It is impossible to finance || It might encourage people to stop working|,40_65,1.402.554.168
DE,DEU,23,female,urban,low,no,no,I have never heard of it,I would probably vote for it,‰Û_ gain additional skills,|It reduces bureaucracy and administrative expenses || It encourages financial independence and self-responsibility|,It increases dependence on the state,14_25,1.211.819.344
DE,DEU,52,female,urban,medium,no,yes,I have heard just a little about it,I would not vote,‰Û_ do more volunteering work,It increases appreciation for household work and volunteering,It is against the principle of linking merit and reward,40_65,2.789.594.291
DE,DEU,46,female,rural,high,yes,no,I know something about it,I would probably vote against it,‰Û_ look for a different job,It encourages financial independence and self-responsibility,Only the people who need it most should get something from the state,40_65,1.251.706.381
DE,DEU,25,female,urban,low,yes,no,I have never heard of it,I would vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|It is impossible to finance || Only the people who need it most should get something from the state || It might encourage people to stop working|,14_25,1.211.819.344
DE,DEU,47,female,urban,high,no,yes,I know something about it,I would probably vote for it,None of the above,|It creates more equality of opportunity || It reduces anxiety about financing basic needs|,It increases dependence on the state,40_65,2.821.273.365
DE,DEU,41,male,rural,medium,yes,yes,I understand it fully,I would probably vote for it,‰Û_ spend more time with my family,|It encourages financial independence and self-responsibility || It increases appreciation for household work and volunteering || It creates more equality of opportunity || It reduces anxiety about financing basic needs|,It is impossible to finance,40_65,0.71308649
DE,DEU,48,female,rural,medium,yes,no,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,|Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward || It is impossible to finance || It might encourage people to stop working|,40_65,1.237.651.416
DE,DEU,16,male,urban,low,yes,no,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,|It reduces bureaucracy and administrative expenses || It encourages financial independence and self-responsibility|,None of the above,14_25,1.633.432.409
DE,DEU,16,female,urban,NA,no,no,I have heard just a little about it,I would not vote,‰Û_ work less,|It creates more equality of opportunity || It reduces anxiety about financing basic needs|,It is against the principle of linking merit and reward,14_25,0.586644989
DE,DEU,55,female,rural,high,no,yes,I have heard just a little about it,I would probably vote for it,‰Û_ gain additional skills,|It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering || It creates more equality of opportunity|,|It is impossible to finance || It might encourage people to stop working|,40_65,1.251.706.381
DE,DEU,47,male,urban,medium,yes,no,I know something about it,I would vote for it,‰Û_ work as a freelancer,|It creates more equality of opportunity || It reduces anxiety about financing basic needs|,It increases dependence on the state,40_65,1.607.255.464
DE,DEU,46,male,urban,medium,no,no,I know something about it,I would probably vote against it,‰Û_ do more volunteering work,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is impossible to finance|,40_65,1.607.255.464
DE,DEU,30,female,rural,low,no,yes,I know something about it,I would vote for it,‰Û_ gain additional skills,|It creates more equality of opportunity || It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering|,|It is against the principle of linking merit and reward || It is impossible to finance || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,26_39,0.214778718
DE,DEU,16,male,rural,low,no,no,I understand it fully,I would vote for it,‰Û_ work as a freelancer,|It creates more equality of opportunity || It increases solidarity because it is funded by everyone || It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses || It increases appreciation for household work and volunteering|,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || Only the people who need it most should get something from the state|,14_25,0.724700341
DE,DEU,51,female,urban,low,yes,yes,I have heard just a little about it,I would not vote,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It is impossible to finance,40_65,1.024.038.845
DE,DEU,63,male,rural,medium,yes,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,40_65,0.71308649
DE,DEU,39,male,urban,medium,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses|,None of the above,26_39,1.575.492.722
DE,DEU,25,female,urban,medium,yes,no,I have heard just a little about it,I would not vote,‰Û_ work less,It encourages financial independence and self-responsibility,It increases dependence on the state,14_25,1.139.429.094
DE,DEU,40,female,urban,medium,yes,yes,I have heard just a little about it,I would probably vote for it,‰Û_ do more volunteering work,It increases appreciation for household work and volunteering,It might encourage people to stop working,40_65,2.789.594.291
DE,DEU,33,male,rural,NA,yes,yes,I have heard just a little about it,I would probably vote against it,None of the above,None of the above,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It increases dependence on the state || It is against the principle of linking merit and reward || It is impossible to finance|,26_39,0.538433226
DE,DEU,27,female,urban,low,yes,yes,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working,26_39,0.484098735
DE,DEU,63,male,urban,medium,no,no,I understand it fully,I would vote for it,‰Û_ do more volunteering work,|It encourages financial independence and self-responsibility || It creates more equality of opportunity || It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering || It reduces bureaucracy and administrative expenses|,It might encourage people to stop working,40_65,1.607.255.464
DE,DEU,43,male,urban,medium,yes,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,|It reduces bureaucracy and administrative expenses || It increases appreciation for household work and volunteering|,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,40_65,1.607.255.464
DE,DEU,19,male,urban,low,no,no,I know something about it,I would vote for it,‰Û_ spend more time with my family,|It creates more equality of opportunity || It encourages financial independence and self-responsibility|,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,14_25,1.633.432.409
DE,DEU,27,female,rural,no,no,no,I have never heard of it,I would not vote,‰Û_ spend more time with my family,None of the above,None of the above,26_39,0.214778718
DE,DEU,25,female,rural,medium,yes,yes,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,|It might encourage people to stop working || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state|,14_25,0.505527286
DE,DEU,47,female,urban,NA,no,yes,I have heard just a little about it,I would probably vote for it,None of the above,|It increases appreciation for household work and volunteering || It reduces anxiety about financing basic needs || It creates more equality of opportunity|,|It is impossible to finance || It might encourage people to stop working || It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit|,40_65,3.122.175.571
DE,DEU,26,male,urban,low,yes,no,I have never heard of it,I would probably vote against it,‰Û_ do more volunteering work,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,|It might encourage people to stop working || It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit|,26_39,0.657634698
DE,DEU,36,male,urban,medium,yes,yes,I know something about it,I would vote against it,None of the above,None of the above,|It is impossible to finance || It might encourage people to stop working || It increases dependence on the state || It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit|,26_39,1.575.492.722
DE,DEU,24,female,rural,medium,no,no,I know something about it,I would probably vote for it,‰Û_ work less,It reduces anxiety about financing basic needs,|It might encourage people to stop working || It is impossible to finance|,14_25,0.505527286
DE,DEU,60,female,rural,high,no,no,I have heard just a little about it,I would vote for it,‰Û_ work less,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,40_65,1.251.706.381
DE,DEU,43,male,urban,low,yes,yes,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,|It increases solidarity because it is funded by everyone || It reduces anxiety about financing basic needs|,|It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state || It might encourage people to stop working|,40_65,0.638670276
DE,DEU,26,male,urban,low,yes,yes,I know something about it,I would probably vote for it,‰Û_ look for a different job,|It increases solidarity because it is funded by everyone || It creates more equality of opportunity || It encourages financial independence and self-responsibility|,It is impossible to finance,26_39,0.657634698
DE,DEU,60,female,urban,medium,no,yes,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering || It increases solidarity because it is funded by everyone|,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,40_65,2.789.594.291
DE,DEU,58,male,urban,medium,no,yes,I know something about it,I would vote for it,‰Û_ gain additional skills,It encourages financial independence and self-responsibility,It increases dependence on the state,40_65,1.607.255.464
DE,DEU,43,male,rural,low,no,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It increases appreciation for household work and volunteering || It reduces anxiety about financing basic needs|,|It might encourage people to stop working || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward|,40_65,0.283357037
DE,DEU,24,female,urban,high,no,no,I have never heard of it,I would not vote,‰Û_ gain additional skills,None of the above,None of the above,14_25,0.414450605
