countryCode2,countryName,age,gender,ruralUrban,educationLevel,fullTime,children,basicIncomeAwareness,basicIncomeVote,basicIncomeEffect,basicIncomeArgumentsFor,basicIncomeArgumentsAgainst,ageGroup,weight
CZ,Czech Republic,20,male,urban,low,yes,no,I understand it fully,I would vote against it,‰Û_ do more volunteering work,|It creates more equality of opportunity || It increases appreciation for household work and volunteering|,It is impossible to finance,14_25,1.158.166.231
CZ,Czech Republic,26,male,rural,high,yes,yes,I have never heard of it,I would not vote,‰Û_ work as a freelancer,|It increases appreciation for household work and volunteering || It encourages financial independence and self-responsibility|,It is impossible to finance,26_39,1.071.641.138
CZ,Czech Republic,27,female,rural,high,no,yes,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility || It increases appreciation for household work and volunteering|,|It might encourage people to stop working || It is impossible to finance|,26_39,1.213.819.956
CZ,Czech Republic,29,female,urban,high,no,yes,I have never heard of it,I would probably vote for it,‰Û_ work as a freelancer,|It creates more equality of opportunity || It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility || It reduces bureaucracy and administrative expenses || It increases appreciation for household work and volunteering|,|It is against the principle of linking merit and reward || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,26_39,0.865263453
CZ,Czech Republic,44,female,urban,medium,yes,yes,I have heard just a little about it,I would vote against it,None of the above,None of the above,|It increases dependence on the state || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward || It might encourage people to stop working || It is impossible to finance|,40_65,0.996349462
CZ,Czech Republic,41,male,rural,medium,yes,yes,I have never heard of it,I would probably vote against it,‰Û_ work as a freelancer,It reduces anxiety about financing basic needs,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It increases dependence on the state || Only the people who need it most should get something from the state|,40_65,1.436.892.364
CZ,Czech Republic,40,female,rural,high,yes,yes,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity,It is against the principle of linking merit and reward,40_65,1.164.922.509
CZ,Czech Republic,59,male,urban,medium,yes,yes,I have heard just a little about it,I would vote against it,‰Û_ look for a different job,It increases solidarity because it is funded by everyone,|It is against the principle of linking merit and reward || It increases dependence on the state|,40_65,102.427.913
CZ,Czech Republic,26,female,urban,high,yes,no,I have never heard of it,I would probably vote against it,‰Û_ work as a freelancer,It reduces anxiety about financing basic needs,|It might encourage people to stop working || It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state || It is impossible to finance || It increases dependence on the state|,26_39,0.865263453
CZ,Czech Republic,43,male,rural,medium,yes,yes,I have heard just a little about it,I would vote against it,‰Û_ do more volunteering work,It reduces bureaucracy and administrative expenses,It is impossible to finance,40_65,1.436.892.364
CZ,Czech Republic,45,male,urban,medium,yes,yes,I have never heard of it,I would probably vote against it,‰Û_ spend more time with my family,None of the above,|It is against the principle of linking merit and reward || Only the people who need it most should get something from the state || It might encourage people to stop working|,40_65,102.427.913
CZ,Czech Republic,42,male,urban,high,yes,yes,I have never heard of it,I would vote against it,A basic income would not affect my work choices,It reduces bureaucracy and administrative expenses,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || It is against the principle of linking merit and reward || It increases dependence on the state|,40_65,0.85368521
CZ,Czech Republic,23,female,urban,medium,yes,no,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,|It encourages financial independence and self-responsibility || It increases solidarity because it is funded by everyone || It reduces anxiety about financing basic needs || It creates more equality of opportunity|,|Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward || It might encourage people to stop working|,14_25,1.059.880.637
CZ,Czech Republic,29,female,urban,medium,yes,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,|It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || It increases dependence on the state|,26_39,1.038.171.081
CZ,Czech Republic,28,male,rural,medium,yes,no,I have never heard of it,I would vote against it,‰Û_ work less,It creates more equality of opportunity,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || It is impossible to finance || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state|,26_39,1.285.789.704
CZ,Czech Republic,26,male,urban,medium,yes,no,I know something about it,I would vote against it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,It is against the principle of linking merit and reward,26_39,0.916566607
CZ,Czech Republic,39,female,rural,medium,no,no,I have never heard of it,I would vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering || It reduces bureaucracy and administrative expenses|,|It is impossible to finance || It might encourage people to stop working || Only the people who need it most should get something from the state|,26_39,1.456.380.448
CZ,Czech Republic,43,male,rural,medium,yes,yes,I have heard just a little about it,I would probably vote for it,None of the above,It reduces anxiety about financing basic needs,It is against the principle of linking merit and reward,40_65,1.436.892.364
CZ,Czech Republic,23,male,urban,high,no,no,I have never heard of it,I would probably vote for it,‰Û_ work less,|It reduces anxiety about financing basic needs || It creates more equality of opportunity || It increases solidarity because it is funded by everyone || It encourages financial independence and self-responsibility|,|It is against the principle of linking merit and reward || It increases dependence on the state || Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || Only the people who need it most should get something from the state || It might encourage people to stop working|,14_25,0.86905545
CZ,Czech Republic,49,female,rural,medium,yes,yes,I have never heard of it,I would probably vote against it,‰Û_ look for a different job,It reduces anxiety about financing basic needs,|It might encourage people to stop working || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward|,40_65,1.397.711.709
CZ,Czech Republic,26,male,urban,high,no,no,I have never heard of it,I would vote for it,‰Û_ gain additional skills,It increases appreciation for household work and volunteering,It might encourage people to stop working,26_39,0.763912232
CZ,Czech Republic,44,male,urban,medium,yes,yes,I have never heard of it,I would vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It might encourage people to stop working,40_65,102.427.913
CZ,Czech Republic,39,male,urban,medium,yes,yes,I have never heard of it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,26_39,0.916566607
CZ,Czech Republic,65,male,urban,medium,yes,yes,I have never heard of it,I would probably vote for it,‰Û_ do more volunteering work,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,|It is impossible to finance || It might encourage people to stop working|,40_65,102.427.913
CZ,Czech Republic,47,male,urban,medium,yes,no,I have never heard of it,I would vote for it,‰Û_ gain additional skills,|It increases appreciation for household work and volunteering || It reduces anxiety about financing basic needs|,|It increases dependence on the state || It might encourage people to stop working|,40_65,102.427.913
CZ,Czech Republic,30,female,rural,high,yes,no,I have never heard of it,I would vote for it,‰Û_ spend more time with my family,|It increases appreciation for household work and volunteering || It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone|,|It is impossible to finance || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward|,26_39,1.213.819.956
CZ,Czech Republic,45,male,urban,medium,yes,no,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It reduces bureaucracy and administrative expenses,It increases dependence on the state,40_65,102.427.913
CZ,Czech Republic,37,female,urban,medium,yes,yes,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,|It encourages financial independence and self-responsibility || It increases solidarity because it is funded by everyone|,|It might encourage people to stop working || It is against the principle of linking merit and reward|,26_39,1.038.171.081
CZ,Czech Republic,46,female,rural,medium,yes,yes,I have never heard of it,I would vote against it,‰Û_ do more volunteering work,It reduces anxiety about financing basic needs,|It might encourage people to stop working || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state || It increases dependence on the state || It is against the principle of linking merit and reward|,40_65,1.397.711.709
CZ,Czech Republic,42,male,rural,medium,yes,yes,I have never heard of it,I would probably vote against it,‰Û_ gain additional skills,It reduces bureaucracy and administrative expenses,Foreigners might come to my country and take advantage of the benefit,40_65,1.436.892.364
CZ,Czech Republic,52,male,urban,medium,yes,yes,I have heard just a little about it,I would not vote,‰Û_ work less,It encourages financial independence and self-responsibility,It increases dependence on the state,40_65,102.427.913
CZ,Czech Republic,51,female,urban,medium,yes,yes,I have never heard of it,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,It is impossible to finance,40_65,0.996349462
CZ,Czech Republic,34,female,urban,low,no,yes,I have never heard of it,I would vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,26_39,1.153.112.741
CZ,Czech Republic,26,male,urban,NA,no,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,26_39,0.88465291
CZ,Czech Republic,30,male,rural,high,no,no,I understand it fully,I would vote for it,‰Û_ work as a freelancer,It reduces anxiety about financing basic needs,It might encourage people to stop working,26_39,1.071.641.138
CZ,Czech Republic,52,male,urban,low,yes,yes,I have never heard of it,I would vote against it,None of the above,None of the above,It is impossible to finance,40_65,1.137.682.735
CZ,Czech Republic,20,male,urban,medium,no,no,I have heard just a little about it,I would not vote,None of the above,None of the above,It is against the principle of linking merit and reward,14_25,1.042.720.842
CZ,Czech Republic,27,male,rural,high,yes,no,I have never heard of it,I would vote against it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses || It increases appreciation for household work and volunteering|,|It is against the principle of linking merit and reward || It increases dependence on the state || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,26_39,1.071.641.138
CZ,Czech Republic,14,male,rural,low,no,no,I have heard just a little about it,I would vote against it,‰Û_ stop working,None of the above,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward || It is impossible to finance || It increases dependence on the state|,14_25,162.471.358
CZ,Czech Republic,19,male,rural,medium,yes,yes,I have never heard of it,I would vote against it,None of the above,It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state,14_25,1.462.763.002
CZ,Czech Republic,43,male,urban,high,yes,yes,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,None of the above,|It is impossible to finance || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state|,40_65,0.85368521
CZ,Czech Republic,18,male,urban,medium,no,no,I have never heard of it,I would probably vote against it,‰Û_ work less,It reduces anxiety about financing basic needs,|It is against the principle of linking merit and reward || It is impossible to finance || Only the people who need it most should get something from the state || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,14_25,1.042.720.842
CZ,Czech Republic,17,male,urban,medium,no,no,I have never heard of it,I would probably vote against it,‰Û_ stop working,It increases appreciation for household work and volunteering,|It is impossible to finance || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state || Foreigners might come to my country and take advantage of the benefit || It increases dependence on the state || It might encourage people to stop working|,14_25,1.042.720.842
DE,Germany,38,male,urban,low,yes,yes,I have never heard of it,I would probably vote for it,‰Û_ spend more time with my family,None of the above,None of the above,26_39,0.657634698
DE,Germany,25,male,rural,medium,yes,no,I know something about it,I would probably vote for it,‰Û_ look for a different job,|It increases appreciation for household work and volunteering || It reduces bureaucracy and administrative expenses|,|It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit|,14_25,0.812911548
DE,Germany,44,female,rural,medium,no,yes,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,|It increases appreciation for household work and volunteering || It reduces anxiety about financing basic needs|,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,40_65,1.237.651.416
DE,Germany,29,female,rural,medium,yes,yes,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,|It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs|,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,26_39,0.670437278
DE,Germany,46,female,urban,low,yes,yes,I have never heard of it,I would probably vote against it,‰Û_ do more volunteering work,None of the above,None of the above,40_65,1.024.038.845
DE,Germany,16,male,urban,NA,no,no,I understand it fully,I would vote for it,None of the above,It creates more equality of opportunity,|Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state|,14_25,0.677141715
DE,Germany,14,male,rural,no,no,no,I have heard just a little about it,I would vote for it,‰Û_ work less,|It creates more equality of opportunity || It increases appreciation for household work and volunteering || It encourages financial independence and self-responsibility|,|It might encourage people to stop working || It increases dependence on the state || Only the people who need it most should get something from the state || Foreigners might come to my country and take advantage of the benefit|,14_25,0.724700341
DE,Germany,41,male,urban,high,yes,yes,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,|It increases solidarity because it is funded by everyone || It creates more equality of opportunity || It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility || It increases appreciation for household work and volunteering|,It might encourage people to stop working,40_65,1.402.554.168
DE,Germany,46,male,urban,medium,no,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It reduces bureaucracy and administrative expenses || It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs|,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || It increases dependence on the state|,40_65,1.607.255.464
DE,Germany,55,male,rural,low,yes,no,I know something about it,I would vote against it,‰Û_ look for a different job,None of the above,|Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || It might encourage people to stop working || It is against the principle of linking merit and reward|,40_65,0.283357037
DE,Germany,43,male,rural,high,yes,no,I know something about it,I would probably vote for it,‰Û_ work as a freelancer,|It reduces bureaucracy and administrative expenses || It increases appreciation for household work and volunteering || It reduces anxiety about financing basic needs || It creates more equality of opportunity || It encourages financial independence and self-responsibility || It increases solidarity because it is funded by everyone|,|It is impossible to finance || It is against the principle of linking merit and reward|,40_65,0.622267244
DE,Germany,45,male,rural,high,yes,yes,I know something about it,I would probably vote against it,‰Û_ work as a freelancer,|It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility|,|It might encourage people to stop working || It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit || It is impossible to finance|,40_65,0.622267244
DE,Germany,36,male,urban,medium,yes,no,I have heard just a little about it,I would vote for it,‰Û_ spend more time with my family,|It reduces bureaucracy and administrative expenses || It creates more equality of opportunity || It reduces anxiety about financing basic needs|,None of the above,26_39,1.575.492.722
DE,Germany,24,female,urban,high,yes,yes,I understand it fully,I would vote for it,‰Û_ spend more time with my family,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses || It creates more equality of opportunity || It increases appreciation for household work and volunteering || It encourages financial independence and self-responsibility || It increases solidarity because it is funded by everyone|,Foreigners might come to my country and take advantage of the benefit,14_25,0.414450605
DE,Germany,29,female,urban,low,no,yes,I know something about it,I would vote for it,‰Û_ do more volunteering work,It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit,26_39,0.484098735
DE,Germany,39,female,urban,medium,yes,no,I know something about it,I would probably vote for it,‰Û_ work less,It encourages financial independence and self-responsibility,It might encourage people to stop working,26_39,1.511.126.623
DE,Germany,41,female,rural,high,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,It might encourage people to stop working,40_65,1.251.706.381
DE,Germany,41,female,urban,medium,yes,yes,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It creates more equality of opportunity || It increases appreciation for household work and volunteering|,|Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || It might encourage people to stop working|,40_65,2.789.594.291
DE,Germany,40,male,rural,high,yes,yes,I understand it fully,I would not vote,‰Û_ gain additional skills,It encourages financial independence and self-responsibility,It might encourage people to stop working,40_65,0.622267244
DE,Germany,15,female,rural,low,no,no,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,None of the above,14_25,0.537644464
DE,Germany,53,male,rural,medium,no,yes,I have never heard of it,I would probably vote against it,‰Û_ work less,None of the above,|It is impossible to finance || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward || It increases dependence on the state|,40_65,0.71308649
DE,Germany,20,male,rural,low,no,no,I have never heard of it,I would probably vote for it,‰Û_ work less,None of the above,None of the above,14_25,0.724700341
DE,Germany,44,male,urban,medium,yes,no,I know something about it,I would probably vote for it,‰Û_ gain additional skills,|It creates more equality of opportunity || It increases solidarity because it is funded by everyone || It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility|,|It is impossible to finance || It is against the principle of linking merit and reward || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,40_65,1.607.255.464
DE,Germany,56,male,urban,medium,yes,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit,40_65,1.607.255.464
DE,Germany,40,female,urban,medium,yes,yes,I understand it fully,I would vote for it,‰Û_ work as a freelancer,|It reduces bureaucracy and administrative expenses || It increases appreciation for household work and volunteering || It reduces anxiety about financing basic needs|,|Only the people who need it most should get something from the state || It is impossible to finance|,40_65,2.789.594.291
DE,Germany,41,female,rural,low,yes,yes,I have never heard of it,I would not vote,None of the above,None of the above,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,40_65,0.454332421
DE,Germany,40,male,urban,medium,yes,yes,I have never heard of it,I would vote against it,A basic income would not affect my work choices,None of the above,None of the above,40_65,1.607.255.464
DE,Germany,42,male,rural,no,yes,yes,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|It is against the principle of linking merit and reward || It increases dependence on the state || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is impossible to finance|,40_65,0.283357037
DE,Germany,52,male,urban,NA,no,yes,I have heard just a little about it,I would vote for it,None of the above,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,40_65,1.237.410.113
DE,Germany,31,male,urban,medium,yes,no,I know something about it,I would probably vote for it,‰Û_ gain additional skills,|It reduces anxiety about financing basic needs || It creates more equality of opportunity || It encourages financial independence and self-responsibility|,|It is against the principle of linking merit and reward || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,26_39,1.575.492.722
DE,Germany,43,male,urban,NA,yes,yes,I know something about it,I would probably vote for it,‰Û_ look for a different job,|It creates more equality of opportunity || It reduces bureaucracy and administrative expenses || It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering || It increases solidarity because it is funded by everyone|,|It is impossible to finance || Foreigners might come to my country and take advantage of the benefit|,40_65,1.237.410.113
DE,Germany,19,male,urban,low,yes,no,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,|Only the people who need it most should get something from the state || It might encourage people to stop working|,14_25,1.633.432.409
DE,Germany,27,female,urban,high,no,no,I have never heard of it,I would probably vote against it,‰Û_ spend more time with my family,It increases solidarity because it is funded by everyone,|It might encourage people to stop working || It increases dependence on the state || Only the people who need it most should get something from the state|,26_39,1.104.096.687
DE,Germany,40,female,urban,NA,yes,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It increases appreciation for household work and volunteering || It reduces bureaucracy and administrative expenses || It increases solidarity because it is funded by everyone || It creates more equality of opportunity|,It might encourage people to stop working,40_65,3.122.175.571
DE,Germany,33,male,rural,high,yes,no,I have never heard of it,I would not vote,A basic income would not affect my work choices,None of the above,None of the above,26_39,0.490785075
DE,Germany,49,male,urban,medium,yes,yes,I have heard just a little about it,I would vote against it,‰Û_ spend more time with my family,None of the above,|It is against the principle of linking merit and reward || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,40_65,1.607.255.464
DE,Germany,32,male,urban,medium,no,no,I have heard just a little about it,I would vote against it,None of the above,It reduces anxiety about financing basic needs,|It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || Only the people who need it most should get something from the state || It is impossible to finance|,26_39,1.575.492.722
DE,Germany,14,male,rural,NA,no,no,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state || It increases dependence on the state || It is against the principle of linking merit and reward|,14_25,0.300425551
DE,Germany,44,male,urban,medium,no,yes,I know something about it,I would vote against it,None of the above,None of the above,Foreigners might come to my country and take advantage of the benefit,40_65,1.607.255.464
DE,Germany,26,male,rural,medium,yes,no,I have heard just a little about it,I would vote for it,None of the above,|It creates more equality of opportunity || It reduces anxiety about financing basic needs|,None of the above,26_39,0.698994404
DE,Germany,51,male,urban,medium,yes,no,I know something about it,I would vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone || It creates more equality of opportunity|,|Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state|,40_65,1.607.255.464
DE,Germany,18,male,rural,low,no,no,I understand it fully,I would vote for it,‰Û_ stop working,It creates more equality of opportunity,It increases dependence on the state,14_25,0.724700341
DE,Germany,26,male,rural,medium,no,no,I have heard just a little about it,I would vote for it,‰Û_ spend more time with my family,|It reduces anxiety about financing basic needs || It creates more equality of opportunity|,It might encourage people to stop working,26_39,0.698994404
DE,Germany,50,male,urban,medium,yes,yes,I know something about it,I would vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|Only the people who need it most should get something from the state || It increases dependence on the state || It is against the principle of linking merit and reward || It might encourage people to stop working|,40_65,1.607.255.464
DE,Germany,29,female,urban,medium,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It reduces bureaucracy and administrative expenses || It increases solidarity because it is funded by everyone || It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs || It creates more equality of opportunity|,|It is impossible to finance || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,26_39,1.511.126.623
DE,Germany,26,female,urban,medium,no,no,I understand it fully,I would probably vote for it,‰Û_ look for a different job,It creates more equality of opportunity,|It might encourage people to stop working || It is impossible to finance || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state || Foreigners might come to my country and take advantage of the benefit|,26_39,1.511.126.623
DE,Germany,15,female,rural,low,no,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,14_25,0.537644464
DE,Germany,16,female,urban,medium,no,no,I know something about it,I would probably vote against it,‰Û_ do more volunteering work,It creates more equality of opportunity,Only the people who need it most should get something from the state,14_25,1.139.429.094
DE,Germany,43,male,urban,medium,no,yes,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,|Foreigners might come to my country and take advantage of the benefit || It is impossible to finance|,40_65,1.607.255.464
DE,Germany,16,female,rural,low,no,no,I know something about it,I would vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It creates more equality of opportunity || It increases appreciation for household work and volunteering|,|It might encourage people to stop working || It is impossible to finance || Only the people who need it most should get something from the state|,14_25,0.537644464
DE,Germany,15,female,urban,no,no,no,I have never heard of it,I would vote for it,‰Û_ look for a different job,|It reduces anxiety about financing basic needs || It creates more equality of opportunity || It encourages financial independence and self-responsibility || It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering|,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || It increases dependence on the state || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state || It is impossible to finance|,14_25,1.211.819.344
DE,Germany,57,female,urban,medium,no,no,I know something about it,I would vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It increases dependence on the state,40_65,2.789.594.291
DE,Germany,26,male,urban,medium,yes,no,I know something about it,I would probably vote for it,None of the above,|It increases solidarity because it is funded by everyone || It encourages financial independence and self-responsibility|,|It might encourage people to stop working || It increases dependence on the state|,26_39,1.575.492.722
DE,Germany,45,female,urban,high,yes,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It increases solidarity because it is funded by everyone,|It increases dependence on the state || It is impossible to finance|,40_65,2.821.273.365
DE,Germany,48,male,rural,high,yes,yes,I know something about it,I would probably vote against it,‰Û_ work as a freelancer,It reduces anxiety about financing basic needs,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward|,40_65,0.622267244
DE,Germany,40,male,urban,medium,yes,yes,I know something about it,I would probably vote for it,‰Û_ work less,It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit,40_65,1.607.255.464
DE,Germany,42,male,rural,medium,yes,yes,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,40_65,0.71308649
DE,Germany,27,male,urban,low,yes,no,I understand it fully,I would vote for it,None of the above,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,26_39,0.657634698
DE,Germany,43,male,urban,medium,yes,yes,I have heard just a little about it,I would probably vote for it,‰Û_ look for a different job,It creates more equality of opportunity,Only the people who need it most should get something from the state,40_65,1.607.255.464
DE,Germany,30,female,urban,low,yes,no,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,|It is impossible to finance || It might encourage people to stop working|,26_39,0.484098735
DE,Germany,20,female,rural,medium,no,no,I know something about it,I would vote against it,A basic income would not affect my work choices,None of the above,|It is against the principle of linking merit and reward || It might encourage people to stop working || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state|,14_25,0.505527286
DE,Germany,56,male,urban,low,yes,no,I have heard just a little about it,I would vote for it,‰Û_ gain additional skills,|It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering || It reduces bureaucracy and administrative expenses || It reduces anxiety about financing basic needs|,|Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state|,40_65,0.638670276
DE,Germany,26,male,urban,medium,yes,yes,I know something about it,I would probably vote against it,‰Û_ spend more time with my family,|It increases solidarity because it is funded by everyone || It creates more equality of opportunity || It encourages financial independence and self-responsibility|,|It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || It increases dependence on the state || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state || It might encourage people to stop working|,26_39,1.575.492.722
DE,Germany,19,male,urban,medium,no,no,I know something about it,I would vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It creates more equality of opportunity|,|It might encourage people to stop working || It increases dependence on the state|,14_25,1.832.255.338
DE,Germany,20,female,rural,low,no,no,I know something about it,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,14_25,0.537644464
DE,Germany,27,female,rural,low,no,no,I know something about it,I would not vote,None of the above,None of the above,None of the above,26_39,0.214778718
DE,Germany,46,male,urban,medium,yes,no,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,|It reduces bureaucracy and administrative expenses || It reduces anxiety about financing basic needs|,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || It is impossible to finance|,40_65,1.607.255.464
DE,Germany,51,male,urban,NA,no,yes,I know something about it,I would vote for it,‰Û_ gain additional skills,|It reduces bureaucracy and administrative expenses || It encourages financial independence and self-responsibility|,It is impossible to finance,40_65,1.237.410.113
DE,Germany,31,female,urban,medium,no,yes,I understand it fully,I would vote for it,‰Û_ do more volunteering work,|It increases appreciation for household work and volunteering || It increases solidarity because it is funded by everyone || It reduces bureaucracy and administrative expenses || It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility || It creates more equality of opportunity|,None of the above,26_39,1.511.126.623
DE,Germany,58,male,urban,high,no,no,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It increases appreciation for household work and volunteering|,|Foreigners might come to my country and take advantage of the benefit || It increases dependence on the state || It is against the principle of linking merit and reward|,40_65,1.402.554.168
DE,Germany,45,female,urban,low,yes,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,None of the above,It is impossible to finance,40_65,1.024.038.845
