countryName,age,gender,ruralUrban,educationLevel,fullTime,children,basicIncomeAwareness,countAwareness,basicIncomeVote,countVote,basicIncomeEffect,countEffect
Germany,37,female,urban,high,yes,no,I understand it fully,0,I would probably vote for it,0,I would do more volunteering work,0
Germany,49,female,rural,high,yes,yes,I know something about it,0,I would vote against it,0,I would work less,0
Germany,56,male,urban,high,yes,yes,I know something about it,0,I would probably vote for it,0,I would stop working,0
Germany,14,female,rural,NA,no,no,I have never heard of it,0,I would vote against it,0,A basic income would not affect my work choices,1
Germany,35,female,rural,medium,yes,no,I have heard just a little about it,0,I would probably vote for it,0,A basic income would not affect my work choices,0
Germany,28,female,rural,medium,no,no,I understand it fully,0,I would probably vote against it,0,A basic income would not affect my work choices,1
Germany,28,female,urban,low,no,no,I know something about it,0,I would probably vote for it,0,I would look for a different job,0
Germany,31,female,urban,medium,no,yes,I have never heard of it,0,I would probably vote for it,0,I would stop working,0
Germany,32,male,rural,medium,yes,no,I know something about it,0,I would probably vote against it,0,A basic income would not affect my work choices,0
Germany,35,female,urban,NA,yes,no,I know something about it,0,I would probably vote for it,0,A basic income would not affect my work choices,0
Germany,41,female,urban,low,yes,yes,I know something about it,1,I would not vote,0,I would spend more time with my family,0
Germany,52,male,urban,low,yes,no,I have never heard of it,0,I would probably vote against it,0,A basic income would not affect my work choices,0
Germany,40,male,urban,low,yes,no,I understand it fully,0,I would vote for it,1,A basic income would not affect my work choices,0
Germany,43,male,rural,low,yes,yes,I know something about it,0,I would vote for it,0,I would spend more time with my family,0
Germany,45,male,rural,NA,yes,yes,I know something about it,1,I would vote against it,0,A basic income would not affect my work choices,1
Germany,23,male,rural,low,no,no,I understand it fully,0,I would probably vote for it,0,I would gain additional skills,0
Germany,33,female,urban,low,yes,no,I have heard just a little about it,0,I would vote for it,0,I would work less,0
Germany,45,male,rural,high,yes,no,I know something about it,1,I would probably vote for it,0,A basic income would not affect my work choices,1
Germany,60,male,urban,medium,no,yes,I know something about it,0,I would vote for it,1,I would gain additional skills,0
Germany,50,female,urban,medium,yes,yes,I have heard just a little about it,0,I would vote for it,0,I would gain additional skills,0
Germany,18,female,rural,low,no,no,I have heard just a little about it,0,I would vote against it,0,A basic income would not affect my work choices,0
Germany,34,male,urban,medium,yes,yes,I have heard just a little about it,0,I would vote against it,0,A basic income would not affect my work choices,0
Germany,44,male,urban,medium,no,no,I have heard just a little about it,0,I would probably vote against it,0,A basic income would not affect my work choices,0
Germany,17,male,rural,NA,no,no,I have heard just a little about it,0,I would probably vote for it,2,A basic income would not affect my work choices,1
Germany,61,male,urban,medium,no,yes,I understand it fully,2,I would probably vote for it,0,I would stop working,0
Germany,42,male,rural,medium,yes,yes,I understand it fully,0,I would probably vote for it,0,I would work less,0
Germany,43,female,urban,medium,no,yes,I know something about it,1,I would not vote,0,A basic income would not affect my work choices,0
Germany,51,male,urban,medium,no,no,I have heard just a little about it,0,I would vote against it,1,I would work less,0
Germany,32,male,urban,high,no,no,I understand it fully,0,I would vote against it,0,A basic income would not affect my work choices,2
Germany,48,male,rural,low,yes,yes,I understand it fully,0,I would probably vote against it,0,A basic income would not affect my work choices,0
Germany,39,female,urban,low,no,yes,I have heard just a little about it,0,I would vote for it,1,A basic income would not affect my work choices,0
Germany,61,male,urban,medium,yes,yes,I know something about it,0,I would probably vote for it,0,A basic income would not affect my work choices,0
Germany,33,male,urban,medium,yes,no,I understand it fully,0,I would probably vote for it,0,A basic income would not affect my work choices,2
Germany,30,male,urban,high,yes,no,I understand it fully,1,I would probably vote for it,0,A basic income would not affect my work choices,0
Germany,23,male,rural,NA,no,no,I know something about it,0,I would vote for it,1,A basic income would not affect my work choices,1
Germany,54,male,urban,NA,no,no,I know something about it,0,I would vote against it,0,I would spend more time with my family,0
Germany,34,male,urban,medium,no,yes,I know something about it,0,I would vote for it,1,None of the above,0
Germany,44,male,rural,medium,no,no,I have heard just a little about it,0,I would vote for it,1,I would spend more time with my family,0
Germany,45,male,urban,high,yes,yes,I know something about it,2,I would vote for it,1,None of the above,0
Germany,37,male,urban,medium,yes,no,I know something about it,0,I would probably vote for it,0,A basic income would not affect my work choices,0
Germany,33,male,urban,high,yes,yes,I understand it fully,0,I would vote for it,0,I would work as a freelancer,0
Germany,51,female,rural,medium,no,yes,I have never heard of it,0,I would vote for it,0,A basic income would not affect my work choices,0
Germany,35,female,urban,NA,yes,no,I have never heard of it,0,I would vote for it,1,A basic income would not affect my work choices,0
Germany,51,male,urban,no,no,yes,I have never heard of it,0,I would probably vote for it,1,I would spend more time with my family,0
Germany,34,male,urban,high,yes,no,I have heard just a little about it,1,I would vote for it,0,None of the above,0
Germany,47,male,rural,high,no,no,I know something about it,0,I would vote against it,2,A basic income would not affect my work choices,0
Germany,29,female,urban,medium,no,yes,I know something about it,0,I would probably vote for it,0,I would look for a different job,1
Germany,49,male,urban,low,no,yes,I understand it fully,0,I would vote against it,0,A basic income would not affect my work choices,0
Germany,23,female,rural,medium,no,no,I know something about it,0,I would probably vote for it,0,A basic income would not affect my work choices,0
Germany,53,male,urban,low,yes,yes,I have heard just a little about it,0,I would vote for it,0,A basic income would not affect my work choices,0
Germany,20,female,rural,high,yes,no,I understand it fully,0,I would vote for it,1,A basic income would not affect my work choices,0
Germany,25,male,urban,low,yes,no,I understand it fully,0,I would vote for it,0,I would spend more time with my family,0
Germany,43,female,urban,medium,yes,yes,I have heard just a little about it,1,I would vote against it,0,A basic income would not affect my work choices,1
Germany,36,male,urban,high,yes,no,I understand it fully,0,I would vote for it,0,I would spend more time with my family,0
Germany,20,male,urban,low,no,no,I have heard just a little about it,1,I would probably vote for it,1,I would look for a different job,0
Germany,15,female,rural,no,no,no,I understand it fully,0,I would vote for it,0,I would work as a freelancer,0
Germany,25,male,urban,low,no,no,I understand it fully,0,I would vote against it,0,A basic income would not affect my work choices,0
Germany,26,female,urban,high,no,yes,I know something about it,0,I would vote for it,0,A basic income would not affect my work choices,1
Germany,40,female,urban,low,yes,yes,I know something about it,0,I would probably vote for it,1,None of the above,0
Germany,23,male,rural,NA,yes,no,I understand it fully,0,I would vote for it,0,I would spend more time with my family,0
Germany,45,male,urban,medium,yes,no,I know something about it,1,I would probably vote for it,0,None of the above,0
Germany,29,female,urban,low,no,no,I have never heard of it,0,I would vote for it,0,A basic income would not affect my work choices,0
Germany,56,female,rural,NA,yes,yes,I have heard just a little about it,0,I would probably vote for it,0,I would work less,0
Germany,26,male,urban,low,yes,no,I know something about it,0,I would probably vote against it,0,A basic income would not affect my work choices,2
Germany,41,male,urban,medium,no,yes,I have heard just a little about it,2,I would probably vote against it,0,A basic income would not affect my work choices,0
Germany,27,male,urban,no,yes,no,I know something about it,0,I would probably vote against it,1,I would spend more time with my family,1
Germany,15,female,urban,medium,no,no,I have heard just a little about it,1,I would vote for it,0,A basic income would not affect my work choices,0
Germany,41,male,rural,medium,yes,no,I know something about it,0,I would probably vote for it,1,A basic income would not affect my work choices,1
Germany,24,male,urban,medium,no,no,I have heard just a little about it,0,I would vote for it,0,I would spend more time with my family,0
Germany,35,female,urban,medium,yes,yes,I have heard just a little about it,1,I would probably vote for it,1,I would spend more time with my family,0
Germany,37,female,urban,medium,yes,yes,I have heard just a little about it,0,I would vote for it,0,A basic income would not affect my work choices,0
Germany,47,female,urban,medium,yes,yes,I know something about it,0,I would vote against it,0,None of the above,0
Germany,36,female,rural,low,no,yes,I have heard just a little about it,0,I would probably vote against it,0,I would spend more time with my family,0
Germany,19,female,rural,medium,no,no,I have heard just a little about it,0,I would probably vote for it,0,A basic income would not affect my work choices,0
Germany,28,female,rural,low,yes,no,I have never heard of it,0,I would probably vote for it,0,I would spend more time with my family,0
Germany,48,male,rural,medium,yes,yes,I understand it fully,0,I would probably vote against it,0,None of the above,0
Germany,65,male,urban,high,no,yes,I know something about it,0,I would probably vote against it,0,A basic income would not affect my work choices,0
Germany,27,female,urban,NA,no,no,I know something about it,0,I would vote against it,0,I would do more volunteering work,0
Germany,51,female,rural,low,yes,no,I have heard just a little about it,0,I would probably vote for it,0,I would do more volunteering work,0
Germany,40,female,urban,low,no,no,I understand it fully,0,I would probably vote for it,0,A basic income would not affect my work choices,0
Germany,17,female,rural,low,no,no,I understand it fully,1,I would not vote,0,A basic income would not affect my work choices,2
Germany,19,female,urban,medium,no,no,I understand it fully,0,I would probably vote against it,0,I would do more volunteering work,0
Germany,57,female,rural,medium,no,yes,I know something about it,0,I would probably vote for it,0,A basic income would not affect my work choices,0
Germany,48,female,rural,high,yes,yes,I know something about it,0,I would vote against it,0,I would do more volunteering work,0
Germany,61,female,urban,low,no,yes,I know something about it,0,I would probably vote against it,0,I would gain additional skills,1
Germany,35,male,urban,high,yes,yes,I have heard just a little about it,0,I would probably vote for it,0,I would do more volunteering work,0
Germany,17,male,rural,NA,no,no,I know something about it,1,I would probably vote for it,0,I would look for a different job,0
Germany,24,female,urban,medium,no,no,I know something about it,1,I would probably vote for it,0,I would look for a different job,0
Germany,18,male,urban,low,no,no,I understand it fully,2,I would probably vote against it,0,I would work as a freelancer,0
Germany,36,female,rural,low,yes,no,I understand it fully,0,I would vote for it,0,None of the above,0
Germany,15,male,urban,no,no,no,I understand it fully,0,I would vote for it,0,I would gain additional skills,0
Germany,53,female,urban,medium,yes,yes,I know something about it,0,I would not vote,0,A basic income would not affect my work choices,0
Germany,18,female,urban,medium,no,no,I know something about it,1,I would not vote,0,I would gain additional skills,0
Germany,48,male,urban,low,yes,no,I know something about it,0,I would vote for it,0,I would stop working,0
Germany,29,female,urban,low,yes,yes,I have heard just a little about it,0,I would probably vote for it,1,I would work as a freelancer,0
Germany,37,female,urban,high,no,yes,I know something about it,0,I would vote for it,0,I would spend more time with my family,0
Germany,25,male,urban,low,yes,no,I know something about it,0,I would probably vote for it,0,I would spend more time with my family,0
Germany,39,female,rural,high,yes,no,I know something about it,0,I would vote against it,0,I would gain additional skills,0
Germany,50,male,rural,medium,no,no,I understand it fully,0,I would probably vote for it,1,A basic income would not affect my work choices,0
Germany,25,male,urban,medium,no,no,I understand it fully,0,I would probably vote against it,0,I would work less,1
Germany,63,female,rural,high,yes,yes,I have heard just a little about it,0,I would probably vote for it,0,A basic income would not affect my work choices,0
Germany,47,male,rural,high,yes,yes,I have heard just a little about it,1,I would probably vote for it,1,I would gain additional skills,0
Germany,56,female,urban,medium,yes,yes,I know something about it,1,I would probably vote for it,0,I would gain additional skills,1
Germany,31,female,urban,medium,no,yes,I have heard just a little about it,0,I would probably vote for it,0,A basic income would not affect my work choices,0
Germany,52,male,urban,high,yes,yes,I understand it fully,0,I would vote against it,0,A basic income would not affect my work choices,0
Germany,32,female,rural,low,yes,no,I understand it fully,0,I would probably vote for it,0,I would do more volunteering work,0
Germany,49,male,urban,low,yes,yes,I know something about it,0,I would vote for it,1,I would work as a freelancer,0
Germany,31,female,urban,no,yes,no,I understand it fully,0,I would vote for it,0,I would gain additional skills,0
Germany,41,male,rural,NA,yes,yes,I have heard just a little about it,0,I would probably vote for it,0,I would work less,0
Germany,37,male,urban,high,yes,no,I understand it fully,0,I would probably vote for it,0,I would spend more time with my family,0
Germany,50,male,rural,high,yes,no,I know something about it,0,I would probably vote against it,0,A basic income would not affect my work choices,1
Germany,22,female,rural,NA,yes,yes,I have never heard of it,0,I would vote for it,0,I would do more volunteering work,0
Germany,26,female,urban,medium,no,no,I have heard just a little about it,0,I would vote for it,0,A basic income would not affect my work choices,0
Germany,46,female,rural,NA,no,no,I know something about it,0,I would probably vote against it,0,I would spend more time with my family,0
Germany,52,male,urban,medium,yes,yes,I have heard just a little about it,1,I would probably vote for it,0,A basic income would not affect my work choices,0
Germany,61,female,rural,medium,no,yes,I have heard just a little about it,0,I would probably vote for it,0,I would spend more time with my family,0
Germany,42,male,urban,NA,yes,no,I know something about it,0,I would probably vote for it,0,I would stop working,0
Germany,31,female,rural,high,no,yes,I know something about it,0,I would vote for it,0,A basic income would not affect my work choices,0
Germany,45,female,rural,NA,no,no,I know something about it,0,I would probably vote against it,0,A basic income would not affect my work choices,1
Germany,30,female,urban,low,yes,no,I know something about it,0,I would vote for it,0,I would spend more time with my family,0
Germany,16,female,urban,medium,no,no,I understand it fully,0,I would probably vote against it,0,None of the above,0
Germany,30,male,urban,high,yes,no,I have heard just a little about it,0,I would vote against it,0,None of the above,0
Germany,43,female,rural,high,yes,no,I have heard just a little about it,0,I would vote for it,0,A basic income would not affect my work choices,0
Germany,32,male,urban,high,yes,yes,I understand it fully,0,I would vote against it,0,I would spend more time with my family,1
Germany,46,female,urban,medium,no,yes,I know something about it,0,I would vote for it,0,I would work as a freelancer,0
Germany,33,male,rural,low,yes,no,I have heard just a little about it,0,I would vote for it,0,I would look for a different job,0
Germany,33,female,rural,medium,yes,no,I know something about it,0,I would not vote,0,A basic income would not affect my work choices,0
Germany,40,male,rural,low,yes,yes,I understand it fully,0,I would probably vote against it,0,A basic income would not affect my work choices,0
Germany,48,male,rural,high,yes,yes,I have heard just a little about it,0,I would vote against it,1,A basic income would not affect my work choices,0
Germany,35,female,rural,medium,no,yes,I know something about it,0,I would not vote,1,I would gain additional skills,0
Germany,37,female,urban,low,no,yes,I know something about it,0,I would probably vote for it,0,I would look for a different job,0
Germany,50,male,urban,high,yes,no,I understand it fully,0,I would probably vote for it,0,None of the above,0
Germany,20,female,urban,medium,no,no,I know something about it,0,I would probably vote against it,0,None of the above,0
Germany,52,female,urban,medium,yes,yes,I have never heard of it,0,I would probably vote for it,0,A basic income would not affect my work choices,1
Germany,29,female,urban,low,yes,yes,I understand it fully,0,I would vote for it,1,A basic income would not affect my work choices,0
Germany,43,male,rural,NA,yes,no,I have heard just a little about it,0,I would vote against it,0,I would spend more time with my family,0
Germany,50,male,rural,low,yes,yes,I know something about it,2,I would vote for it,0,A basic income would not affect my work choices,0
Germany,27,male,urban,medium,no,no,I have never heard of it,0,I would vote for it,0,A basic income would not affect my work choices,0
Germany,27,male,rural,high,yes,no,I know something about it,1,I would probably vote for it,0,None of the above,0
Germany,24,male,urban,high,yes,no,I know something about it,0,I would probably vote for it,0,None of the above,0
Germany,16,female,urban,NA,no,no,I have never heard of it,0,I would vote for it,0,A basic income would not affect my work choices,0
Germany,51,male,urban,NA,yes,yes,I know something about it,0,I would vote against it,0,I would work as a freelancer,0
Germany,34,female,rural,medium,yes,yes,I have heard just a little about it,0,I would probably vote against it,0,I would stop working,0
Germany,20,female,rural,NA,no,no,I have heard just a little about it,0,I would vote for it,0,I would do more volunteering work,0
Germany,47,female,urban,low,yes,no,I have never heard of it,0,I would vote for it,0,A basic income would not affect my work choices,0
Germany,15,male,rural,no,no,no,I have heard just a little about it,0,I would probably vote against it,0,I would stop working,0
Germany,49,female,rural,medium,no,yes,I know something about it,2,I would probably vote for it,0,I would spend more time with my family,1
Germany,48,male,urban,medium,yes,no,I know something about it,0,I would vote for it,2,I would spend more time with my family,0
Germany,17,female,urban,medium,no,no,I know something about it,0,I would not vote,0,I would gain additional skills,0
Germany,14,female,urban,no,no,no,I know something about it,0,I would probably vote against it,0,I would do more volunteering work,0
Germany,55,male,rural,high,no,yes,I understand it fully,0,I would vote for it,0,I would gain additional skills,0
Germany,16,male,rural,low,no,no,I have never heard of it,0,I would vote against it,0,I would gain additional skills,0
Germany,56,male,urban,NA,no,yes,I know something about it,0,I would vote for it,0,A basic income would not affect my work choices,0
Germany,27,male,urban,NA,yes,no,I understand it fully,0,I would not vote,0,A basic income would not affect my work choices,0
Germany,49,female,urban,medium,no,no,I have heard just a little about it,1,I would probably vote against it,0,I would do more volunteering work,0
Germany,33,female,urban,low,no,no,I have never heard of it,1,I would vote for it,0,A basic income would not affect my work choices,0
Germany,49,male,rural,high,yes,yes,I have heard just a little about it,0,I would vote for it,0,I would look for a different job,0
Germany,43,female,urban,low,no,yes,I understand it fully,0,I would vote against it,0,I would gain additional skills,0
Germany,19,female,urban,low,yes,no,I know something about it,1,I would vote for it,0,I would gain additional skills,0
Germany,44,female,rural,medium,yes,no,I have heard just a little about it,0,I would not vote,0,None of the above,0
Germany,44,male,urban,medium,yes,no,I understand it fully,0,I would probably vote for it,0,A basic income would not affect my work choices,1
Germany,19,female,rural,low,no,no,I have never heard of it,2,I would probably vote for it,0,I would gain additional skills,0
Germany,20,female,rural,medium,no,no,I have heard just a little about it,0,I would probably vote for it,0,I would spend more time with my family,0
Germany,56,male,urban,medium,no,yes,I have heard just a little about it,0,I would probably vote for it,0,A basic income would not affect my work choices,1
Germany,30,female,rural,high,no,no,I understand it fully,0,I would vote for it,0,I would do more volunteering work,0
Germany,50,female,urban,medium,yes,yes,I have never heard of it,0,I would probably vote against it,0,I would gain additional skills,0
Germany,47,male,urban,high,yes,no,I know something about it,0,I would not vote,1,A basic income would not affect my work choices,1
Germany,31,female,rural,medium,yes,yes,I understand it fully,0,I would probably vote against it,1,A basic income would not affect my work choices,0
Germany,51,male,rural,low,yes,yes,I have never heard of it,0,I would vote for it,0,I would spend more time with my family,0
Germany,17,male,urban,no,no,no,I have heard just a little about it,0,I would vote for it,1,None of the above,0
Germany,35,male,rural,medium,yes,no,I know something about it,0,I would probably vote for it,0,I would gain additional skills,0
Germany,54,female,urban,low,yes,yes,I know something about it,0,I would vote for it,0,I would gain additional skills,0
Germany,14,male,rural,no,no,no,I know something about it,0,I would not vote,0,I would work as a freelancer,0
Germany,62,female,rural,high,yes,no,I have heard just a little about it,1,I would probably vote against it,0,None of the above,0
Germany,28,male,urban,medium,yes,yes,I have never heard of it,0,I would vote for it,0,I would look for a different job,0
Germany,30,female,rural,low,no,no,I know something about it,0,I would probably vote against it,0,A basic income would not affect my work choices,0
Germany,16,female,urban,no,no,no,I know something about it,0,I would vote for it,0,I would stop working,1
Germany,27,male,urban,low,no,no,I have heard just a little about it,0,I would probably vote against it,0,I would do more volunteering work,0
Germany,48,male,rural,medium,no,yes,I know something about it,0,I would vote for it,2,None of the above,0
Germany,28,female,rural,medium,yes,yes,I have heard just a little about it,0,I would vote for it,0,A basic income would not affect my work choices,0
Germany,43,male,rural,NA,yes,no,I know something about it,0,I would probably vote against it,0,I would work less,0
Germany,30,female,rural,high,yes,no,I know something about it,1,I would probably vote for it,0,I would look for a different job,0
Germany,18,female,rural,medium,no,no,I know something about it,1,I would not vote,0,I would do more volunteering work,0
Germany,18,female,rural,NA,no,no,I have never heard of it,0,I would vote against it,0,I would stop working,0
Germany,20,male,urban,no,yes,no,I know something about it,0,I would not vote,0,None of the above,0
Germany,28,male,urban,no,no,no,I have never heard of it,0,I would probably vote for it,0,I would work less,0
Germany,20,male,urban,low,yes,no,I have never heard of it,0,I would vote for it,0,None of the above,0
Germany,42,male,urban,NA,no,no,I have heard just a little about it,0,I would probably vote for it,0,I would spend more time with my family,0
Germany,32,female,rural,high,no,yes,I understand it fully,0,I would probably vote against it,0,I would work as a freelancer,0
Germany,33,male,rural,medium,yes,no,I know something about it,1,I would probably vote for it,0,None of the above,0
Germany,49,male,rural,high,yes,yes,I understand it fully,1,I would vote for it,0,None of the above,0
Germany,57,female,urban,low,yes,yes,I have heard just a little about it,0,I would vote against it,0,I would work as a freelancer,1
Germany,46,male,rural,medium,yes,yes,I have never heard of it,0,I would probably vote against it,0,A basic income would not affect my work choices,0
Germany,54,female,urban,low,no,yes,I understand it fully,0,I would probably vote for it,1,A basic income would not affect my work choices,0
Germany,36,female,urban,NA,no,yes,I have never heard of it,0,I would probably vote for it,2,I would do more volunteering work,0
Germany,22,male,urban,medium,no,no,I have heard just a little about it,0,I would not vote,0,I would work as a freelancer,0
Germany,46,male,rural,medium,no,no,I know something about it,0,I would probably vote for it,0,I would do more volunteering work,0
Germany,45,male,urban,high,yes,yes,I have never heard of it,0,I would not vote,0,I would spend more time with my family,0
Germany,42,female,urban,high,no,no,I understand it fully,0,I would vote for it,0,I would gain additional skills,0
Germany,28,female,rural,high,no,no,I understand it fully,0,I would probably vote for it,0,I would work less,0
Germany,26,female,rural,low,yes,no,I have heard just a little about it,0,I would vote for it,1,I would do more volunteering work,0
Germany,47,male,rural,low,yes,yes,I know something about it,0,I would probably vote for it,1,None of the above,0
Germany,53,male,rural,high,yes,no,I understand it fully,0,I would vote for it,0,I would gain additional skills,0
Germany,29,male,rural,medium,no,no,I know something about it,0,I would vote for it,0,I would spend more time with my family,0
Germany,39,male,rural,low,yes,no,I have never heard of it,0,I would not vote,0,None of the above,1
Germany,15,male,rural,NA,no,yes,I understand it fully,0,I would vote for it,0,I would look for a different job,0
Germany,50,male,rural,high,yes,yes,I know something about it,0,I would probably vote for it,0,None of the above,0
Germany,32,female,rural,medium,yes,no,I have never heard of it,0,I would probably vote for it,1,A basic income would not affect my work choices,0
Germany,46,female,urban,low,no,yes,I know something about it,0,I would vote for it,0,I would do more volunteering work,0
Germany,44,male,urban,medium,no,no,I know something about it,0,I would vote against it,0,I would do more volunteering work,0
Germany,42,male,urban,NA,yes,yes,I have never heard of it,0,I would vote for it,0,A basic income would not affect my work choices,0
Germany,23,female,urban,medium,no,no,I understand it fully,0,I would vote for it,0,I would work less,0
Germany,50,female,urban,low,yes,yes,I have never heard of it,0,I would probably vote for it,0,I would work less,0
Germany,37,male,urban,high,yes,yes,I understand it fully,0,I would vote for it,0,I would look for a different job,0
Germany,43,male,urban,low,yes,yes,I know something about it,1,I would probably vote against it,0,A basic income would not affect my work choices,0
Germany,35,female,urban,high,yes,no,I know something about it,0,I would vote for it,0,I would spend more time with my family,1
Germany,41,female,rural,low,no,yes,I have never heard of it,0,I would vote for it,0,I would look for a different job,0
Germany,50,male,urban,medium,no,yes,I know something about it,0,I would not vote,0,I would spend more time with my family,0
Germany,55,female,urban,medium,yes,no,I understand it fully,0,I would vote for it,0,None of the above,0
Germany,18,male,rural,NA,yes,no,I know something about it,0,I would vote for it,0,I would spend more time with my family,0
Germany,49,male,urban,low,yes,no,I know something about it,0,I would vote against it,0,I would gain additional skills,0
Germany,33,female,urban,low,yes,no,I understand it fully,0,I would probably vote for it,0,A basic income would not affect my work choices,0
Germany,26,male,rural,high,no,no,I know something about it,0,I would not vote,0,I would do more volunteering work,0
Germany,25,female,urban,low,no,yes,I have heard just a little about it,1,I would vote for it,0,I would gain additional skills,0
Germany,28,female,urban,high,no,no,I have heard just a little about it,1,I would probably vote against it,0,I would work as a freelancer,0
Germany,47,male,urban,high,yes,no,I understand it fully,0,I would vote against it,0,I would work as a freelancer,0
Germany,44,male,rural,medium,no,no,I know something about it,0,I would not vote,0,None of the above,0
Germany,60,male,rural,medium,yes,no,I know something about it,0,I would not vote,0,A basic income would not affect my work choices,0
Germany,44,male,urban,high,no,no,I know something about it,0,I would probably vote for it,0,A basic income would not affect my work choices,0
Germany,57,male,urban,medium,yes,yes,I have never heard of it,0,I would vote against it,0,I would work as a freelancer,0
Germany,59,female,urban,no,no,yes,I understand it fully,0,I would probably vote for it,0,A basic income would not affect my work choices,0
Germany,27,female,rural,low,yes,yes,I know something about it,0,I would probably vote for it,0,A basic income would not affect my work choices,0
Germany,37,male,urban,low,yes,no,I know something about it,0,I would probably vote for it,0,A basic income would not affect my work choices,0
Germany,38,male,urban,medium,yes,yes,I know something about it,0,I would probably vote for it,0,I would gain additional skills,0
Germany,60,male,rural,medium,yes,yes,I understand it fully,0,I would vote for it,0,A basic income would not affect my work choices,0
Germany,45,female,rural,high,yes,no,I have heard just a little about it,0,I would vote for it,0,I would work less,0
Germany,24,male,urban,low,yes,yes,I know something about it,0,I would probably vote for it,0,None of the above,0
Germany,47,female,rural,medium,no,yes,I have heard just a little about it,0,I would vote for it,1,I would do more volunteering work,0
Germany,46,male,urban,medium,yes,yes,I have heard just a little about it,0,I would vote for it,0,None of the above,0
Germany,59,male,urban,high,yes,yes,I know something about it,0,I would probably vote for it,0,I would work less,0
Germany,19,female,urban,no,no,no,I have never heard of it,0,I would vote for it,0,I would look for a different job,0
Germany,22,female,rural,high,yes,no,I know something about it,1,I would vote against it,0,I would spend more time with my family,0
Germany,31,male,rural,low,no,yes,I have never heard of it,0,I would not vote,0,I would work less,0
Germany,26,female,urban,NA,no,no,I understand it fully,0,I would not vote,0,None of the above,0
Germany,23,female,urban,low,no,yes,I have heard just a little about it,0,I would probably vote for it,0,I would do more volunteering work,0
Germany,20,male,urban,medium,yes,no,I know something about it,2,I would probably vote for it,0,I would work as a freelancer,0
Germany,27,male,rural,high,yes,yes,I understand it fully,0,I would vote against it,2,A basic income would not affect my work choices,0
Germany,51,male,rural,medium,yes,yes,I know something about it,0,I would vote for it,0,I would work less,0
Germany,41,male,urban,high,yes,no,I understand it fully,0,I would vote against it,0,None of the above,0
Germany,45,male,urban,low,yes,no,I have heard just a little about it,0,I would probably vote against it,0,None of the above,0
Germany,30,female,urban,low,no,yes,I know something about it,0,I would vote against it,0,I would spend more time with my family,0
Germany,63,female,rural,low,yes,yes,I have heard just a little about it,0,I would vote for it,1,I would look for a different job,0
Germany,33,female,urban,high,no,no,I understand it fully,0,I would vote against it,0,I would do more volunteering work,0
Germany,34,male,urban,high,yes,no,I have never heard of it,0,I would not vote,0,I would work less,0
Germany,27,female,rural,high,no,no,I know something about it,0,I would probably vote for it,0,I would work as a freelancer,0
Germany,40,male,rural,medium,yes,yes,I have heard just a little about it,0,I would probably vote for it,1,I would gain additional skills,0
Germany,35,female,rural,medium,yes,no,I know something about it,0,I would not vote,0,A basic income would not affect my work choices,0
Germany,35,male,urban,high,yes,yes,I have never heard of it,0,I would vote against it,0,A basic income would not affect my work choices,0
Germany,34,male,urban,NA,no,yes,I have heard just a little about it,0,I would probably vote for it,0,A basic income would not affect my work choices,1
Germany,30,female,urban,low,no,no,I know something about it,1,I would vote against it,0,A basic income would not affect my work choices,1
Germany,18,female,rural,NA,yes,no,I know something about it,0,I would probably vote against it,0,None of the above,0
Germany,21,female,urban,medium,no,no,I know something about it,0,I would probably vote for it,0,I would spend more time with my family,0
Germany,16,male,urban,NA,no,no,I know something about it,1,I would vote for it,0,A basic income would not affect my work choices,0
Germany,28,male,urban,medium,no,no,I have heard just a little about it,0,I would vote against it,0,A basic income would not affect my work choices,0
Germany,35,male,urban,NA,yes,no,I understand it fully,0,I would vote for it,0,I would look for a different job,0
Germany,27,female,urban,medium,no,no,I have never heard of it,0,I would probably vote against it,0,None of the above,0
Germany,39,female,urban,low,no,yes,I understand it fully,0,I would vote for it,0,A basic income would not affect my work choices,0
Germany,19,female,urban,medium,yes,no,I have heard just a little about it,1,I would vote for it,0,I would spend more time with my family,0
Germany,53,male,urban,medium,yes,yes,I understand it fully,0,I would vote against it,0,I would gain additional skills,0
Germany,20,male,urban,medium,no,no,I understand it fully,0,I would vote for it,0,A basic income would not affect my work choices,0
Germany,20,female,rural,low,yes,no,I know something about it,0,I would probably vote for it,0,A basic income would not affect my work choices,1
Germany,40,female,urban,medium,no,yes,I know something about it,1,I would probably vote for it,0,A basic income would not affect my work choices,1
Germany,26,female,urban,low,no,yes,I know something about it,0,I would vote for it,1,I would work less,0
Germany,33,female,urban,high,yes,no,I have heard just a little about it,0,I would probably vote against it,0,A basic income would not affect my work choices,1
Germany,18,female,urban,low,no,no,I have heard just a little about it,0,I would vote for it,0,A basic income would not affect my work choices,0
Germany,24,male,urban,high,yes,no,I understand it fully,0,I would probably vote for it,0,A basic income would not affect my work choices,1
Germany,54,female,rural,low,no,yes,I understand it fully,0,I would vote against it,0,I would gain additional skills,0
Germany,39,male,urban,high,yes,yes,I have heard just a little about it,0,I would vote for it,0,None of the above,0
Germany,19,female,urban,medium,no,no,I know something about it,1,I would not vote,0,A basic income would not affect my work choices,1
Germany,35,male,urban,medium,yes,no,I have never heard of it,0,I would not vote,0,I would do more volunteering work,0
Germany,46,female,rural,medium,no,yes,I have never heard of it,0,I would probably vote for it,0,I would work as a freelancer,0
