countryCode2,countryCode3,age,gender,ruralUrban,educationLevel,fullTime,children,basicIncomeAwareness,basicIncomeVote,basicIncomeEffect,basicIncomeArgumentsFor,basicIncomeArgumentsAgainst,ageGroup,weight
AT,AUT,29,male,urban,NA,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,None of the above,None of the above,26_39,0.977591916
AT,AUT,27,male,urban,high,yes,no,I understand it fully,I would vote against it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,|It might encourage people to stop working || Only the people who need it most should get something from the state|,26_39,0.977591916
AT,AUT,27,female,rural,low,no,no,I have never heard of it,I would probably vote for it,‰Û_ gain additional skills,|It reduces anxiety about FI1ancing basic needs || It increases appreciation for household work and volunteering|,It might encourage people to stop working,26_39,0.688873084
AT,AUT,47,male,urban,high,yes,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering || It reduces bureaucracy and administrative expenses || It reduces anxiety about FI1ancing basic needs|,It might encourage people to stop working,40_65,1.533.248.826
AT,AUT,20,male,rural,medium,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It reduces anxiety about FI1ancing basic needs || It creates more equality of opportunity|,|It might encourage people to stop working || It is impossible to FI1ance || It is against the principle of linking merit and reward|,14_25,0.675697961
AT,AUT,39,female,rural,medium,no,yes,I have heard just a little about it,I would not vote,‰Û_ spend more time with my family,None of the above,None of the above,26_39,0.688873084
AT,AUT,29,female,rural,medium,yes,no,I have heard just a little about it,I would not vote,None of the above,None of the above,None of the above,26_39,0.688873084
AT,AUT,36,female,rural,low,no,yes,I have never heard of it,I would vote against it,A basic income would not affect my work choices,|It reduces anxiety about FI1ancing basic needs || It reduces bureaucracy and administrative expenses|,|It might encourage people to stop working || It is impossible to FI1ance || Only the people who need it most should get something from the state || Foreigners might come to my country and take advantage of the benefit|,26_39,0.688873084
AT,AUT,15,male,rural,low,yes,no,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,|It reduces anxiety about FI1ancing basic needs || It reduces bureaucracy and administrative expenses|,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,14_25,0.675697961
AT,AUT,53,male,rural,high,yes,yes,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,|It creates more equality of opportunity || It reduces anxiety about FI1ancing basic needs|,|It might encourage people to stop working || It is against the principle of linking merit and reward || It increases dependence on the state|,40_65,1.105.534.474
AT,AUT,33,male,rural,NA,yes,yes,I have never heard of it,I would vote for it,‰Û_ gain additional skills,None of the above,None of the above,26_39,0.704883347
AT,AUT,22,male,rural,no,yes,yes,I have heard just a little about it,I would vote for it,None of the above,It increases appreciation for household work and volunteering,It is against the principle of linking merit and reward,14_25,0.675697961
AT,AUT,47,male,urban,no,no,yes,I have never heard of it,I would vote for it,‰Û_ work less,It encourages FI1ancial independence and self-responsibility,It is against the principle of linking merit and reward,40_65,1.533.248.826
AT,AUT,15,male,urban,low,no,no,I understand it fully,I would vote for it,‰Û_ gain additional skills,|It reduces anxiety about FI1ancing basic needs || It encourages FI1ancial independence and self-responsibility|,|It increases dependence on the state || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,14_25,0.93711515
AT,AUT,31,male,urban,medium,no,no,I have heard just a little about it,I would probably vote for it,‰Û_ stop working,It creates more equality of opportunity,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,26_39,0.977591916
AT,AUT,31,male,urban,NA,yes,no,I know something about it,I would vote for it,‰Û_ gain additional skills,|It creates more equality of opportunity || It reduces anxiety about FI1ancing basic needs || It reduces bureaucracy and administrative expenses || It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering || It encourages FI1ancial independence and self-responsibility|,None of the above,26_39,0.977591916
AT,AUT,29,male,urban,medium,yes,no,I know something about it,I would probably vote against it,‰Û_ work less,|It reduces anxiety about FI1ancing basic needs || It reduces bureaucracy and administrative expenses || It creates more equality of opportunity || It encourages FI1ancial independence and self-responsibility|,|Only the people who need it most should get something from the state || It is impossible to FI1ance || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It is against the principle of linking merit and reward|,26_39,0.977591916
AT,AUT,51,male,urban,medium,yes,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,|It reduces anxiety about FI1ancing basic needs || It encourages FI1ancial independence and self-responsibility|,|Foreigners might come to my country and take advantage of the benefit || It is impossible to FI1ance || It increases dependence on the state || It is against the principle of linking merit and reward || It might encourage people to stop working|,40_65,1.533.248.826
AT,AUT,30,male,rural,medium,yes,yes,I understand it fully,I would vote for it,‰Û_ gain additional skills,|It reduces anxiety about FI1ancing basic needs || It encourages FI1ancial independence and self-responsibility || It increases appreciation for household work and volunteering || It creates more equality of opportunity || It increases solidarity because it is funded by everyone|,|Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state || It increases dependence on the state|,26_39,0.704883347
AT,AUT,34,female,rural,high,no,yes,I have heard just a little about it,I would probably vote against it,‰Û_ work as a freelancer,It reduces anxiety about FI1ancing basic needs,It might encourage people to stop working,26_39,0.688873084
AT,AUT,40,male,urban,high,yes,no,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,|It encourages FI1ancial independence and self-responsibility || It creates more equality of opportunity || It increases appreciation for household work and volunteering|,|It is impossible to FI1ance || It might encourage people to stop working|,40_65,1.533.248.826
AT,AUT,62,female,urban,medium,yes,yes,I have heard just a little about it,I would not vote,None of the above,None of the above,None of the above,40_65,58.731.136
